45192.0,18.6,14.60,369.28,369.2
50935.0,21.2,15.05,349.44,349.8
26698.0,19.1,11.84,209.46,206.68
41069.0,27.3,-20.00,1080.0,1087.0
41069.0,27.3,-20.00,1080.0,1087.0
3226.0,14.0,294.00,127.0,29.0
39322.0,17.9,14.65,422.71,422.76
50348.0,19.3,14.46,569.01,568.88
48655.0,30.0,-7.00,711.0,734.0
48655.0,30.0,-7.00,711.0,734.0
6987.0,2.71,3.14,3.85,0.0
13.0,48.00,1,0.0,0.0
14.0,1099.00,,0.0,0.0
15854.0,24.0,1095.00,150.0,386.0
11003.0,28.0,49.00,92.0,135.0
29700.0,29.3,-26.00,377.0,373.0
48602.0,18.0,14.57,533.76,533.73
48602.0,18.0,14.57,533.76,533.73
7478.0,31.0,-37.00,136.0,127.0
7478.0,31.0,-37.00,136.0,127.0
7478.0,31.0,-37.00,136.0,127.0
15365.0,117.00,,0.0,0.0
64160.0,19.0,116.00,225.0,245.0
0.0,1092.00,,0.0,0.0
8.0,1104.00,3,0.0,0.0
10.0,109.47.05,,0.0,0.0
16702.0,24.0,10.00,57.0,56.0
6651.0,26.0,162.00,37.0,124.0
6609.0,22.0,84.00,101.0,47.0
27500.0,22.5,11.85,201.65,198.93
16727.0,19.6,14.66,103.02,105.84
51.0,117.00,6,0.0,0.0
16476.0,29.0,314.00,93.0,105.0
16547.0,30.0,281.00,587.0,575.0
14085.0,20.0,14.39,149.68,149.45
1863.0,22.3,11.12,15.18,11.64
38577.0,30.0,297.00,48.0,63.0
2900.0,28.0,295.00,73.0,40.0
11044.0,21.7,14.56,113.95,93.99
6676.0,26.0,175.00,21.0,108.0
7614.0,25.0,309.00,72.0,69.0
7620.0,27.0,313.00,48.0,56.0
7608.0,23.0,335.00,53.0,63.0
21714.0,17.8,10.50,159.72,155.6
30867.0,21.7,14.49,222.44,217.15
28423.0,25.7,-13.00,565.0,569.0
6816.0,116.00,,0.0,0.0
19318.0,19.2,14.66,120.37,120.45
25187.0,27.0,285.00,184.0,146.0
6723.0,30.0,308.00,45.0,60.0
2894.0,25.0,367.00,29.0,41.0
6021.0,19.0,115.00,30.0,86.0
5931.0,24.0,168.00,80.0,136.0
7556.0,25.0,305.00,58.0,36.0
19706.0,30.6,-5.00,304.0,324.0
6647.0,27.0,140.00,31.0,107.0
5257.0,22.9,469.00,212.0,209.0
5257.0,22.9,469.00,212.0,209.0
5258.0,22.1,464.00,201.0,197.0
9634.0,20.0,61.00,122.0,44.0
13.0,351.00,,0.0,0.0
6763.0,24.0,152.00,28.0,113.0
5222.0,20.0,466.00,218.0,217.0
5134.0,19.3,466.00,185.0,180.0
5201.0,20.9,474.00,175.0,178.0
5179.0,20.3,467.00,204.0,198.0
20774.0,20.0,111.00,259.0,255.0
17554.0,29.8,-14.00,244.0,247.0
17554.0,29.8,-14.00,244.0,247.0
9232.0,28.3,-20.00,120.0,122.0
3032.0,27.9,-18.00,46.0,51.0
52805.0,19.8,17.35,396.57,399.26
50084.0,19.5,14.72,467.09,467.18
12396.0,25.0,334.00,75.0,96.0
2141.0,514.85,2.52,2.47,0.0
8819.0,20.0,318.00,72.0,56.0
1002.0,18.0,14.37,4.11,3.93
13639.0,26.6,61.59,68.23,115.16
15966.0,21.4,14.11,161.38,100.7
47831.0,19.3,9.15,430.23,424.73
6987.0,25.0,158.00,38.0,140.0
6764.0,22.0,76.00,109.0,50.0
13118.0,117.00,8,0.0,0.0
11427.0,110.00,8,0.0,0.0
25131.0,19.0,350.00,221.0,511.0
24542.0,16.0,74.00,512.0,296.0
798.0,19.0,493.00,13.0,15.0
6768.0,23.0,151.77,130.24,129.66
4.0,116.00,,0.0,0.0
7307.0,24.0,167.00,39.0,141.0
6695.0,23.0,84.00,113.0,68.0
7557.0,27.0,153.00,41.0,124.0
379.0,147.00,2,40.0,0.0
1194.0,17.0,120.00,19.0,22.0
6582.0,21.0,59.00,98.0,24.0
2380.0,30.0,46.00,11.0,14.0
2634.0,31.0,43.00,21.0,17.0
290.0,34.00,9,0.0,0.0
20829.0,32.0,44.00,150.0,158.0
8625.0,16.0,99.00,57.0,97.0
20.0,137.00,,0.0,0.0
226.0,6.0,45.00,1.0,3.0
27643.0,19.5,10.70,174.91,170.97
13812.0,23.0,151.50,176.58,217.89
18735.0,17.5,11.58,142.14,139.07
24345.0,20.2,14.57,177.3,180.18
3025.0,21.8,33.23,19.68,38.32
3038.0,20.9,14.61,40.42,21.24
11002.0,16.0,26.42,68.47,80.26
25316.0,18.1,54.47,229.22,256.74
34119.0,20.3,15.01,304.63,265.51
5993.0,21.5,45.27,40.32,70.98
5465.0,22.5,14.59,57.42,27.45
28555.0,22.1,18.17,264.66,268.21
6068.0,21.6,17.79,61.29,61.03
4126.0,23.2,17.63,34.71,36.06
22255.0,20.9,14.79,233.22,230.37
22255.0,20.9,14.79,233.22,230.37
5288.0,21.6,45.10,37.77,38.05
9028.0,20.4,14.69,88.16,57.48
3.0,65.00,,0.0,0.0
9829.0,20.0,151.32,118.27,117.43
11215.0,20.0,153.57,136.58,139.76
18803.0,21.0,151.35,297.85,298.24
5849.0,21.0,151.68,119.54,121.43
20.0,554.00,,0.0,0.0
26.0,534.00,2,0.0,0.0
10446.0,114.36,63.39,61.39,0.0
1709.0,17.6,101.00,2.0,17.0
408.0,13.4,82.00,8.0,2.0
1901.0,20.0,179.83,11.26,11.19
14673.0,18.9,287.00,803.0,776.0
14892.0,18.6,323.00,1165.0,1170.0
12255.0,16.9,323.00,869.0,865.0
11.0,54.00,,0.0,0.0
14155.0,15.4,324.00,907.0,911.0
14155.0,15.4,324.00,907.0,911.0
6663.0,24.0,116.58,20.85,65.01
6663.0,24.0,116.58,20.85,65.01
178.0,179.29,1.43.65,0.0,0.0
17152.0,18.8.00,1187,870.0,0.0
7963.0,19.9,314.00,300.0,302.0
11295.0,24.4,340.00,515.0,523.0
8090.0,19.8,304.00,354.0,339.0
8394.0,19.7,324.00,572.0,575.0
7962.0,19.0,314.00,420.0,424.0
8117.0,17.1,321.00,375.0,378.0
811.0,183.36.33.17,,0.0,0.0
6004.0,16.0,322.00,731.0,734.0
7998.0,25.0,105.29,36.62,69.42
3736.0,16.9,318.00,162.0,161.0
73.0,180.79.79.72,,0.0,0.0
3590.0,18.1.00,502,187.0,0.0
6522.0,14.2,335.00,349.0,373.0
5.0,228.00,,0.0,0.0
6.0,14.1,710.00,267.0,261.0
5933.0,25.0,89.73,5.07,22.15
49.0,115.38,,0.0,0.0
7771.0,22.0,72.14,66.68,23.56
10295.0,33.0,514.38,76.64,59.7
26451.0,30.0,531.60,149.87,166.98
25.0,531.94,,0.0,0.0
150.0,12.0,136.00,0.0,0.0
561.0,10.0,138.00,0.0,0.0
5623.0,23.0,274.00,60.0,61.0
17027.0,21.0,275.00,37.0,37.0
5280.0,24.0,262.00,41.0,28.0
5113.0,25.0,247.00,83.0,57.0
5271.0,26.0,276.00,62.0,74.0
5190.0,27.0,198.00,159.0,83.0
5455.0,26.0,279.00,39.0,59.0
7480.0,26.0,255.00,105.0,86.0
3820.0,24.0,250.00,47.0,50.0
5296.0,25.0,278.00,58.0,77.0
1589.0,333.00,,0.0,0.0
15809.0,25.1,468.00,493.0,495.0
4951.0,28.0.21,22.73,21.45,0.0
24.0,26.18.16,,0.0,0.0
112.0,849.94.53.4,,0.0,0.0
128.0,844.03,3.61,0.0,0.0
192.0,792.00,1.1.05,0.0,0.0
73.0,788.32.44.26,,0.0,0.0
53.0,796.53.36,,0.0,0.0
192.0,797.26.07,3.58,0.0,0.0
276.0,835.53.17,6.87,0.0,0.0
15670.0,869.04,1.92.47,0.0,0.0
15670.0,869.04,1.92.47,0.0,0.0
15670.0,869.04,1.92.47,0.0,0.0
15670.0,869.04,1.92.47,0.0,0.0
15670.0,869.04,1.92.47,0.0,0.0
15670.0,869.04,1.92.47,0.0,0.0
15670.0,869.04,1.92.47,0.0,0.0
15670.0,869.04,1.92.47,0.0,0.0
15670.0,869.04,1.92.47,0.0,0.0
15670.0,869.04,1.92.47,0.0,0.0
15670.0,869.04,1.92.47,0.0,0.0
15670.0,869.04,1.92.47,0.0,0.0
15670.0,869.04,1.92.47,0.0,0.0
15670.0,869.04,1.92.47,0.0,0.0
15670.0,869.04,1.92.47,0.0,0.0
15670.0,869.04,1.92.47,0.0,0.0
15670.0,869.04,1.92.47,0.0,0.0
246.0,804.56.2,2.26,0.0,0.0
246.0,804.56.2,2.26,0.0,0.0
246.0,804.56.2,2.26,0.0,0.0
22.0,895.02.03,,0.0,0.0
22.0,895.02.03,,0.0,0.0
22.0,895.02.03,,0.0,0.0
22.0,895.02.03,,0.0,0.0
22.0,895.02.03,,0.0,0.0
22.0,895.02.03,,0.0,0.0
22.0,895.02.03,,0.0,0.0
22.0,895.02.03,,0.0,0.0
22.0,895.02.03,,0.0,0.0
22.0,895.02.03,,0.0,0.0
22.0,895.02.03,,0.0,0.0
22.0,895.02.03,,0.0,0.0
22.0,895.02.03,,0.0,0.0
22.0,895.02.03,,0.0,0.0
22.0,895.02.03,,0.0,0.0
22.0,895.02.03,,0.0,0.0
136961.0,884.23.14,1.38,0.0,0.0
216.0,613.66.11,3.78,0.0,0.0
216.0,613.66.11,3.78,0.0,0.0
216.0,613.66.11,3.78,0.0,0.0
216.0,613.66.11,3.78,0.0,0.0
216.0,613.66.11,3.78,0.0,0.0
216.0,613.66.11,3.78,0.0,0.0
216.0,613.66.11,3.78,0.0,0.0
216.0,613.66.11,3.78,0.0,0.0
216.0,613.66.11,3.78,0.0,0.0
216.0,613.66.11,3.78,0.0,0.0
216.0,613.66.11,3.78,0.0,0.0
216.0,613.66.11,3.78,0.0,0.0
216.0,613.66.11,3.78,0.0,0.0
216.0,613.66.11,3.78,0.0,0.0
216.0,613.66.11,3.78,0.0,0.0
216.0,613.66.11,3.78,0.0,0.0
241288.0,807.75,77.55,0.0,0.0
241288.0,807.75,77.55,0.0,0.0
241288.0,807.75,77.55,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
58695.0,754.60,24.17.2,0.0,0.0
4500.2,767.12,29.34,59.3,0.0
4500.2,767.12,29.34,59.3,0.0
4500.2,767.12,29.34,59.3,0.0
8525.0,25.0,16.15,52.17,55.81
8509.0,23.0,12.54,56.95,53.21
8847.0,23.0,16.13,53.56,57.33
20920.0,28.0,25.11,112.76,125.71
8546.0,23.0,12.67,56.57,53.07
8134.0,28.0,24.72,113.68,114.24
4330.0,1.45,,0.0,0.0
0.0,5.05,,0.0,0.0
8484.0,24.0,12.20,56.33,52.18
5.0,261.10.11,,0.0,0.0
8730.0,25.0,16.24,60.81,64.53
9013.0,24.0,12.86,66.16,62.96
9782.0,23.0,16.09,74.48,78.14
9662.0,23.0,12.29,74.87,71.09
8536.0,22.0,16.11,60.88,64.33
8536.0,22.0,16.11,60.88,64.33
8536.0,22.0,16.11,60.88,64.33
8536.0,22.0,16.11,60.88,64.33
8693.0,26.0,13.00,61.82,58.76
7358.0,25.0,519.40,59.74,72.28
1474.0,19.0,514.52,6.98,2.0
8666.0,23.0,12.45,62.13,58.37
23372.0,27.0,25.27,307.41,309.04
1778.0,4.0,9.70.14,0.0,0.0
18793.0,35.0,265.72,258.65,267.31
18793.0,35.0,265.72,258.65,267.31
7731.0,30.0,269.56,86.56,90.02
7731.0,30.0,269.56,86.56,90.02
7731.0,30.0,269.56,86.56,90.02
7731.0,30.0,269.56,86.56,90.02
13308.0,30.0,9.38,193.74,178.47
10863.0,29.0,25.28,158.88,175.61
15725.0,31.0,260.03,250.51,241.19
15725.0,31.0,260.03,250.51,241.19
15725.0,31.0,260.03,250.51,241.19
15725.0,31.0,260.03,250.51,241.19
15725.0,31.0,260.03,250.51,241.19
2349.0,24.9,82.31,37.88,17.48
2349.0,24.9,82.31,37.88,17.48
2349.0,24.9,82.31,37.88,17.48
2349.0,24.9,82.31,37.88,17.48
2349.0,24.9,82.31,37.88,17.48
3601.0,23.0,275.85,20.01,40.59
3601.0,23.0,275.85,20.01,40.59
3601.0,23.0,275.85,20.01,40.59
3601.0,23.0,275.85,20.01,40.59
3601.0,23.0,275.85,20.01,40.59
3601.0,23.0,275.85,20.01,40.59
3601.0,23.0,275.85,20.01,40.59
